what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1476125521551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125522572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1476125522592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476125522981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125524490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125525631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125525771
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1476125528640
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1476125530327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1476125532610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125547867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125573835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1476125587063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1476125596812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1476125602531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125606929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125662938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125664779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125691642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476125694648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125696334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125709515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476125713007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125713604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125716263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476125719389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125720709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476125737728
